amount,text
"$127,603,000,000.","(B) Outlays, -$127,603,000,000."
"$135,110,000,000.","(A) New budget authority, -$135,110,000,000."
"$135,110,000,000.","(B) Outlays, -$135,110,000,000."
"$137,883,000,000.","(A) New budget authority, -$137,883,000,000."
"$137,883,000,000.","(B) Outlays, -$137,883,000,000."
"$141,145,000,000.","(A) New budget authority, -$141,145,000,000."
"$141,165,000,000.","(B) Outlays, -$141,165,000,000."
"$145,400,000,000.","(A) New budget authority, -$145,400,000,000."
"$145,407,000,000.","(B) Outlays, -$145,407,000,000."
"$149,582,000,000.","(A) New budget authority, -$149,582,000,000."
"$149,581,000,000.","(B) Outlays, -$149,581,000,000."
"$154,014,000,000.","(A) New budget authority, -$154,014,000,000."
"$154,013,000,000.","(B) Outlays, -$154,013,000,000."
"$160,114,000,000.","(A) New budget authority, -$160,114,000,000."
"$160,113,000,000.","(B) Outlays, -$160,113,000,000."
"$166,102,000,000.","(A) New budget authority, -$166,102,000,000."
"$166,101,000,000.","(B) Outlays, -$166,101,000,000."
"$171,015,000,000.","(A) New budget authority, -$171,015,000,000."
"$171,014,000,000.","(B) Outlays, -$171,014,000,000."
"$1,303,924,000,000.","Fiscal year 2025: $1,303,924,000,000."
"$1,363,772,000,000.","Fiscal year 2026: $1,363,772,000,000."
"$1,418,548,000,000.","Fiscal year 2027: $1,418,548,000,000."
"$1,471,664,000,000.","Fiscal year 2028: $1,471,664,000,000."
"$1,530,214,000,000.","Fiscal year 2029: $1,530,214,000,000."
"$1,591,009,000,000.","Fiscal year 2030: $1,591,009,000,000."
"$1,654,023,000,000.","Fiscal year 2031: $1,654,023,000,000."
"$1,717,802,000,000.","Fiscal year 2032: $1,717,802,000,000."
"$1,782,045,000,000.","Fiscal year 2033: $1,782,045,000,000."
"$1,848,436,000,000.","Fiscal year 2034: $1,848,436,000,000."
"$1,413,704,000,000.","Fiscal year 2025: $1,413,704,000,000."
"$1,496,321,000,000.","Fiscal year 2026: $1,496,321,000,000."
"$1,585,393,000,000.","Fiscal year 2027: $1,585,393,000,000."
"$1,686,625,000,000.","Fiscal year 2028: $1,686,625,000,000."
"$1,786,673,000,000.","Fiscal year 2029: $1,786,673,000,000."
"$1,890,273,000,000.","Fiscal year 2030: $1,890,273,000,000."
"$1,998,509,000,000.","Fiscal year 2031: $1,998,509,000,000."
"$2,111,591,000,000.","Fiscal year 2032: $2,111,591,000,000."
"$2,224,104,000,000.","Fiscal year 2033: $2,224,104,000,000."
"$2,324,902,000,000.","Fiscal year 2034: $2,324,902,000,000."
"$6,400,000,000.","(A) New budget authority, $6,400,000,000."
"$6,332,000,000.","(B) Outlays, $6,332,000,000."
"$6,268,000,000.","(A) New budget authority, $6,268,000,000."
"$6,287,000,000.","(B) Outlays, $6,287,000,000."
"$6,455,000,000.","(A) New budget authority, $6,455,000,000."
"$6,422,000,000.","(B) Outlays, $6,422,000,000."
"$6,644,000,000.","(A) New budget authority, $6,644,000,000."
"$6,584,000,000.","(B) Outlays, $6,584,000,000."
"$6,832,000,000.","(A) New budget authority, $6,832,000,000."
"$6,765,000,000.","(B) Outlays, $6,765,000,000."
"$7,033,000,000.","(A) New budget authority, $7,033,000,000."
"$6,963,000,000.","(B) Outlays, $6,963,000,000."
"$7,233,000,000.","(A) New budget authority, $7,233,000,000."
"$7,162,000,000.","(B) Outlays, $7,162,000,000."
"$7,437,000,000.","(A) New budget authority, $7,437,000,000."
"$7,365,000,000.","(B) Outlays, $7,365,000,000."
"$7,651,000,000.","(A) New budget authority, $7,651,000,000."
"$7,576,000,000.","(B) Outlays, $7,576,000,000."
"$7,869,000,000.","(A) New budget authority, $7,869,000,000."
"$7,792,000,000.","(B) Outlays, $7,792,000,000."
"$268,000,000.","(A) New budget authority, $268,000,000."
"$268,000,000.","(B) Outlays, $268,000,000."
"$279,000,000.","(A) New budget authority, $279,000,000."
"$279,000,000.","(B) Outlays, $279,000,000."
"$289,000,000.","(A) New budget authority, $289,000,000."
"$289,000,000.","(B) Outlays, $289,000,000."
"$299,000,000.","(A) New budget authority, $299,000,000."
"$299,000,000.","(B) Outlays, $299,000,000."
"$309,000,000.","(A) New budget authority, $309,000,000."
"$309,000,000.","(B) Outlays, $309,000,000."
"$319,000,000.","(A) New budget authority, $319,000,000."
"$319,000,000.","(B) Outlays, $319,000,000."
"$330,000,000.","(A) New budget authority, $330,000,000."
"$330,000,000.","(B) Outlays, $330,000,000."
"$341,000,000.","(A) New budget authority, $341,000,000."
"$341,000,000.","(B) Outlays, $341,000,000."
"$352,000,000.","(A) New budget authority, $352,000,000."
"$352,000,000.","(B) Outlays, $352,000,000."
"$364,000,000.","(A) New budget authority, $364,000,000."
"$364,000,000.","(B) Outlays, $364,000,000."
"$230,000,000,000 for the period of fiscal","deficit by not less than $230,000,000,000 for the period of fiscal"
"$100,000,000,000 for the","increase the deficit by not more than $100,000,000,000 for the"
"$330,000,000,000 for the period of fiscal years 2025 through 2034.","$330,000,000,000 for the period of fiscal years 2025 through 2034."
"$880,000,000,000 for the","to reduce the deficit by not less than $880,000,000,000 for the"
"$1,000,000,000","jurisdiction to reduce the deficit by not less than $1,000,000,000"
"$90,000,000,000 for the","increase the deficit by not more than $90,000,000,000 for the"
"$110,000,000,000 for the period of","the deficit by not more than $110,000,000,000 for the period of"
"$1,000,000,000 for the period","reduce the deficit by not less than $1,000,000,000 for the period"
"$50,000,000,000 for the period of fiscal years 2025 through","than $50,000,000,000 for the period of fiscal years 2025 through"
"$10,000,000,000 for the period of fiscal years 2025 through","than $10,000,000,000 for the period of fiscal years 2025 through"
"$4,500,000,000,000 for the","increase the deficit by not more than $4,500,000,000,000 for the"
"$4,000,000,000,000.","increase the statutory debt limit by $4,000,000,000,000."
"$1,000,000,000 for the","reduce the deficit by not less than $1,000,000,000 for the"
"$150,000,000,000 for the period of fiscal years 2025 through","$150,000,000,000 for the period of fiscal years 2025 through"
"$1,000,000,000 for the","reduce the deficit by not less than $1,000,000,000 for the"
"$20,000,000,000 for","that increase the deficit by not more than $20,000,000,000 for"
"$1,000,000,000 for the period of","deficit by not less than $1,000,000,000 for the period of"
"$1,000,000,000 for the period of","the deficit by not more than $1,000,000,000 for the period of"
"$1,500,000,000,000","that increase the deficit by not more than $1,500,000,000,000"
"$1,000,000,000 for the","that reduce the deficit by not less than $1,000,000,000 for the"
"$175,000,000,000 for the period of fiscal years 2025 through","$175,000,000,000 for the period of fiscal years 2025 through"
"$175,000,000,000 for the period of fiscal years 2025 through","$175,000,000,000 for the period of fiscal years 2025 through"
"$5,000,000,000,000.","debt limit by not more than $5,000,000,000,000."
"$2,000,000,000,000.","$2,000,000,000,000."
"$2,000,000,000,000 over 10 years,","the President by more than $2,000,000,000,000 over 10 years,"
"$2 TRILLION.","SEC. 4001. ADJUSTMENT FOR SPENDING CUTS OF AT LEAST $2 TRILLION."
"$2,000,000,000,000 in net deficit reduction over the period of fiscal","$2,000,000,000,000 in net deficit reduction over the period of fiscal"
"$4,500,000,000,000 reconciliation instruction for the","(1) the $4,500,000,000,000 reconciliation instruction for the"
"$2,000,000,000,000 and the","by an amount equal to the difference between $2,000,000,000,000 and the"
"$2,000,000,000,000 in","such recommendations, in total, achieve at least $2,000,000,000,000 in"
"$2,000,000,000,000.","dollar amount of such recommendations and $2,000,000,000,000."
"$2,000,000,000,000 over the period of fiscal","reduction of at least $2,000,000,000,000 over the period of fiscal"
"$2,000,000,000,000 over the period of such","reduction of at least $2,000,000,000,000 over the period of such"
"$4,500,000,000,000","substituted for ``$4,500,000,000,000'' in such section and shall be"
"$36 trillion, or 123 percent of","national debt currently exceeding $36 trillion, or 123 percent of"
"$1.9","(5) The deficit for fiscal year 2025 is projected to be $1.9"
"$952 billion, or","(6) This fiscal year, net interest will total $952 billion, or"
"$2 trillion over the budget window. If the","mandatory spending by $2 trillion over the budget window. If the"
